INSTNM,CITY,STABBR,HIGHDEG,CONTROL,HSI,ADM_RATE,SAT_AVG,UGDS,UGDS_HISP,FIRSTGEN_RPY_1YR_RT,PELL_EVER,FIRST_GEN,ICLEVEL,FTFTPCTPELL
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,4,1,0,0.3017,1339,21047,0.1708,0.805903399,0.45556062,0.248062016,1,0.1565
Alliant International University-San Diego,San Diego,CA,4,3,0,1,NULL,289,0.2007,0.333333333,0.148734177,0.319298246,1,0.3333
California State University-Bakersfield,Bakersfield,CA,4,1,1,0.2302,NULL,9142,0.562,0.480289093,0.833944954,0.58172232,1,0.6905
California State University-Stanislaus,Turlock,CA,4,1,1,0.8582,NULL,9272,0.5454,0.561472715,0.828968714,0.599456686,1,0.6336
California State University-San Bernardino,San Bernardino,CA,4,1,1,0.5483,991,17704,0.6551,0.457450504,0.867716535,0.596857816,1,0.6738
California State Polytechnic University-Pomona,Pomona,CA,4,1,1,0.5515,1143,24841,0.4559,0.646374217,0.779896654,0.492781664,1,0.4594
California State University-Chico,Chico,CA,4,1,1,0.6526,1092,16317,0.3428,0.6,0.751884422,0.473401298,1,0.441
California State University-Dominguez Hills,Carson,CA,4,1,1,0.6394,NULL,13871,0.6426,0.428571429,0.853580048,0.590501792,1,0.7419
California State University-Fresno,Fresno,CA,4,1,1,0.5753,1019,21732,0.5353,0.5522158,0.863264639,0.53245174,1,0.6607
California State University-Fullerton,Fullerton,CA,4,1,1,0.4341,1124,34637,0.4384,0.633695333,0.801182787,0.494455253,1,0.5231
California State University-East Bay,Hayward,CA,4,1,1,0.716,NULL,12728,0.3544,0.527731092,0.775367156,0.509297521,1,0.5391
California State University-Long Beach,Long Beach,CA,4,1,1,0.3121,1146,31503,0.4311,0.637254902,0.806145205,0.486271676,1,0.5079
California State University-Los Angeles,Los Angeles,CA,4,1,1,0.4152,978,24163,0.6761,0.531722054,0.869018275,0.615339372,1,0.7706
California State University-Northridge,Northridge,CA,4,1,1,0.5063,1027,34911,0.4951,0.546480903,0.859494374,0.538672809,1,0.633
California State University-Sacramento,Sacramento,CA,4,1,1,0.6386,1030,28439,0.3231,0.578453039,0.809039548,0.490483319,1,0.579
University of California-Berkeley,Berkeley,CA,4,1,0,0.1484,1448,30845,0.1524,0.724425887,0.69516674,0.345800525,1,0.195
University of California-Davis,Davis,CA,4,1,0,0.4107,1292,30698,0.2239,0.762529432,0.722198276,0.408311428,1,0.325
University of California-Irvine,Irvine,CA,4,1,1,0.2876,1316,29722,0.2604,0.723615465,0.764855033,0.439811172,1,0.3771
University of California-Los Angeles,Los Angeles,CA,4,1,0,0.1404,1423,31568,0.2216,0.711400926,0.699199644,0.380891393,1,0.2908
University of California-Riverside,Riverside,CA,4,1,0,0.5057,1229,20574,0.4103,0.625,0.785328004,0.483469907,1,0.5019
University of California-San Diego,La Jolla,CA,4,1,0,0.3006,1372,30279,0.2012,0.763056432,0.720149254,0.395708283,1,0.3609
University of California-San Francisco,San Francisco,CA,4,1,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
University of California-Santa Barbara,Santa Barbara,CA,4,1,1,0.322,1360,23063,0.261,0.644327429,0.728252382,0.424005811,1,0.3197
University of California-Santa Cruz,Santa Cruz,CA,4,1,1,0.4737,1311,17792,0.276,0.6613171,0.670650264,0.367497508,1,0.3043
Sofia University,Palo Alto,CA,4,3,0,NULL,NULL,4,0.25,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
California Beauty School,Modesto,CA,1,3,0,NULL,NULL,85,0.5294,0.333333333,0.807692308,0.538461539,3,0.5
California Christian College,Fresno,CA,3,2,0,1,NULL,13,0.3846,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,1
California Coast University,Santa Ana,CA,0,3,NULL,NULL,NULL,0,0,NULL,NULL,NULL,1,NULL
California Hair Design Academy,La Mesa,CA,1,3,0,NULL,NULL,172,0.4477,0.401515152,0.836431227,0.538834952,3,0.5946
California Institute of the Arts,Valencia,CA,4,2,0,0.2297,NULL,1003,0.1496,0.603174603,0.456953642,0.157342657,1,0.2269
California State University Maritime Academy,Vallejo,CA,4,1,0,0.6652,NULL,1016,0.1969,0.785046729,0.455223881,0.199475066,1,0.2466
California Western School of Law,San Diego,CA,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Canada College,Redwood City,CA,2,1,1,NULL,NULL,4867,0.4483,0.416666667,0.978723404,0.57278481,2,0.2607
College of the Canyons,Santa Clarita,CA,2,1,1,NULL,NULL,18649,0.4864,0.263565892,0.967291857,0.514626527,2,0.3396
Career Academy of Beauty,Garden Grove,CA,1,3,0,NULL,NULL,171,0.4094,0.542857143,0.87250996,0.509259259,3,0.5469
Casa Loma College-Van Nuys,Van Nuys,CA,2,2,0,0.913,NULL,175,0.36,0.302729529,0.722222222,0.529147982,2,0.7143
CET-San Diego,San Diego,CA,1,2,0,NULL,NULL,174,0.6379,0.301894238,0.91138088,0.692538808,3,0.482
CET-San Jose,San Jose,CA,1,2,0,NULL,NULL,248,0.8589,0.301894238,0.91138088,0.692538808,3,0.5294
CET-El Centro,El Centro,CA,1,2,0,NULL,NULL,230,0.9783,0.301894238,0.91138088,0.692538808,3,0.4158
CET-Colton,Colton,CA,1,2,0,NULL,NULL,154,0.6883,0.301894238,0.91138088,0.692538808,3,0.6116
CET-Watsonville,Watsonville,CA,1,2,0,NULL,NULL,61,0.9836,0.301894238,0.91138088,0.692538808,3,0.3636
CET-Salinas,Salinas,CA,1,2,0,NULL,NULL,162,1,0.301894238,0.91138088,0.692538808,3,0.4286
Cerritos College,Norwalk,CA,2,1,1,NULL,NULL,20368,0.7216,0.293814433,0.983428147,0.599349092,2,0.6074
Cerro Coso Community College,Ridgecrest,CA,2,1,1,NULL,NULL,4890,0.3861,PrivacySuppressed,PrivacySuppressed,0.512850467,2,0.4244
Chabot College,Hayward,CA,2,1,1,NULL,NULL,12621,0.4058,0.265116279,0.984588026,0.555425904,2,0.4196
Chaffey College,Rancho Cucamonga,CA,2,1,1,NULL,NULL,19650,0.6572,0.317073171,PrivacySuppressed,0.557763401,2,0.4724
Chapman University,Orange,CA,4,2,0,0.5356,1288,7026,0.1573,0.504716981,0.406300923,0.17877412,1,0.1865
Charles R Drew University of Medicine and Science,Los Angeles,CA,4,2,0,0.3727,982,163,0.3313,0.333333333,0.322580645,0.47706422,1,0.7222
Concordia University-Irvine,Irvine,CA,4,2,0,0.6178,1142,1784,0.2393,0.578358209,0.459488273,0.283863369,1,0.3018
San Diego Christian College,Santee,CA,4,2,1,0.6013,1055,448,0.308,0.379310345,0.673659674,0.408376963,1,0.4058
Church Divinity School of the Pacific,Berkeley,CA,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Citrus College,Glendora,CA,2,1,1,NULL,NULL,11745,0.6511,0.188596491,0.988824318,0.537568901,2,0.4599
Citrus Heights Beauty College,Citrus Heights,CA,1,3,0,NULL,NULL,86,0.1395,NULL,0.892156863,0.459770115,3,0.2658
City College of San Francisco,San Francisco,CA,2,1,0,NULL,NULL,24429,0.2497,0.289265537,0.987522686,0.550295858,2,0.2806
Claremont Graduate University,Claremont,CA,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Claremont McKenna College,Claremont,CA,4,2,0,0.0931,1446,1318,0.1525,PrivacySuppressed,0.460093897,PrivacySuppressed,1,0.1875
Milan Institute-Visalia,Visalia,CA,1,3,0,NULL,NULL,273,0.7436,0.286733238,0.939163498,0.670977012,3,0.7379
Clovis Adult Education,Clovis,CA,1,1,0,NULL,NULL,752,0.512,NULL,PrivacySuppressed,0.603448276,3,0.3145
Coastline Community College,Fountain Valley,CA,2,1,0,NULL,NULL,9459,0.3086,0.325068871,0.981874145,0.554902847,2,0.5449
Cogswell College,San Jose,CA,3,3,0,0.5787,NULL,589,0.2207,0.476190476,0.640410959,0.279069767,1,0.2923
Coba Academy,Anaheim,CA,1,3,0,NULL,NULL,90,0.6333,PrivacySuppressed,0.857142857,0.465517241,3,0.6458
Western University of Health Sciences,Pomona,CA,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Columbia College,Sonora,CA,2,1,0,NULL,NULL,2180,0.1982,NULL,PrivacySuppressed,0.534120735,2,0.5
Columbia College Hollywood,Tarzana,CA,3,2,0,NULL,NULL,540,0.1926,0.236842105,0.563063063,0.295336788,1,0.5227
Compton College,Compton,CA,2,1,0,NULL,NULL,5605,0.6196,0.187683285,PrivacySuppressed,0.565500289,2,0.5578
Contra Costa College,San Pablo,CA,2,1,1,NULL,NULL,5702,0.4384,0.23566879,0.991926803,0.557763061,2,0.4876
Cosumnes River College,Sacramento,CA,2,1,1,NULL,NULL,13045,0.277,0.21010101,0.987584066,0.513391304,2,0.4944
Crafton Hills College,Yucaipa,CA,2,1,0,NULL,NULL,5661,0.4852,PrivacySuppressed,PrivacySuppressed,0.568097015,2,0.3693
Cuesta College,San Luis Obispo,CA,2,1,1,NULL,NULL,7853,0.313,0.503401361,0.92345679,0.428571429,2,0.3601
Cuyamaca College,El Cajon,CA,2,1,1,NULL,NULL,7412,0.3283,0.426573427,0.995518787,0.610113422,2,0.585
Cypress College,Cypress,CA,2,1,1,NULL,NULL,14068,0.4784,0.320359281,0.983294067,0.535883831,1,0.4713
De Anza College,Cupertino,CA,2,1,0,NULL,NULL,17325,0.269,0.342465753,0.948915663,0.520590043,2,0.2825
International School of Beauty Inc,Palm Desert,CA,1,3,0,NULL,NULL,127,0.6614,0.344497608,0.908730159,0.651933702,3,0.6627
Dell'Arte International School of Physical Theatre,Blue Lake,CA,4,2,0,NULL,NULL,10,0.2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
College of the Desert,Palm Desert,CA,2,1,1,NULL,NULL,10418,0.7283,0.295238095,PrivacySuppressed,0.621286321,2,0.6245
Design Institute of San Diego,San Diego,CA,3,3,0,0.5882,NULL,98,0.1837,0.604166667,0.558823529,PrivacySuppressed,1,0.5
Diablo Valley College,Pleasant Hill,CA,2,1,1,NULL,NULL,18327,0.2637,0.414414414,0.973876405,0.453183521,2,0.1925
Dominican University of California,San Rafael,CA,4,2,0,0.8717,1126,1264,0.2389,0.649350649,0.465909091,0.306122449,1,0.2365
Dominican School of Philosophy & Theology,Berkeley,CA,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
East Los Angeles College,Monterey Park,CA,2,1,1,NULL,NULL,30975,0.6652,0.300940439,0.996327254,0.685203189,2,0.481
El Camino Community College District,Torrance,CA,2,1,0,NULL,NULL,21292,0.5316,0.187683285,PrivacySuppressed,0.565500289,2,0.459
Elegance International,Hollywood,CA,1,3,0,NULL,NULL,256,0.4883,0.439393939,0.83442623,0.471238938,3,0.6291
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,4,3,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Empire College,Santa Rosa,CA,4,3,0,NULL,NULL,329,0.4225,0.338870432,0.851973684,0.532110092,1,0.6351
Evergreen Valley College,San Jose,CA,2,1,0,NULL,NULL,7865,0.4324,0.509803922,0.992219492,0.637315271,2,0.4479
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,3,3,0,0.5193,NULL,2198,0.2102,0.507749078,0.504075235,0.301587302,1,0.3747
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,3,3,0,0.4615,NULL,218,0.211,0.507749078,0.504075235,0.301587302,1,0.3182
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,3,3,0,0.6667,NULL,64,0.25,0.507749078,0.504075235,0.301587302,2,0.4286
Feather River Community College District,Quincy,CA,3,1,0,NULL,NULL,1275,0.2259,0.238683128,0.845824411,0.484337349,1,0.4645
Federico Beauty Institute,Sacramento,CA,1,3,0,NULL,NULL,346,0.3497,0.502857143,0.706030151,0.471153846,3,0.6556
Fielding Graduate University,Santa Barbara,CA,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Five Branches University,Santa Cruz,CA,4,3,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Redondo Beach Beauty College,Redondo Beach,CA,1,3,0,NULL,NULL,115,0.1565,NULL,PrivacySuppressed,PrivacySuppressed,3,0.6667
Foothill College,Los Altos Hills,CA,3,1,0,NULL,NULL,13228,0.2725,0.334065934,0.905027933,0.498857578,1,0.2066
Franciscan School of Theology,Oceanside,CA,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Fredrick and Charles Beauty College,Eureka,CA,1,3,0,NULL,NULL,57,0.1754,NULL,PrivacySuppressed,PrivacySuppressed,3,0.45
Fresno City College,Fresno,CA,2,1,1,NULL,NULL,20888,0.5623,0.292753623,0.992262225,0.522885101,2,0.6714
Fresno Pacific University,Fresno,CA,4,2,1,0.8511,1053,2888,0.5125,0.456806283,0.756013746,0.465763195,1,0.4577
Fuller Theological Seminary,Pasadena,CA,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Fullerton College,Fullerton,CA,2,1,1,NULL,NULL,20260,0.5582,0.279642058,0.948038935,0.532743036,2,0.4452
Gavilan College,Gilroy,CA,2,1,1,NULL,NULL,4656,0.5893,0.28021978,PrivacySuppressed,0.5640553,2,0.42
Gemological Institute of America-Carlsbad,Carlsbad,CA,1,2,0,NULL,NULL,197,0.0305,0.72972973,0.547619048,0.333333333,3,0.3881
Glendale Community College,Glendale,CA,2,1,1,NULL,NULL,12570,0.3117,0.54520548,0.992507886,0.601828967,2,0.5359
Glendale Career College,Glendale,CA,2,3,0,NULL,NULL,600,0.51,0.348668281,0.82012848,0.551724138,2,0.6629
Golden Gate University-San Francisco,San Francisco,CA,4,2,0,NULL,NULL,404,0.1881,0.514285714,0.602339181,0.52739726,1,NULL
Golden West College,Huntington Beach,CA,2,1,1,NULL,NULL,10881,0.3518,0.433035714,0.985937022,0.533719487,2,0.4023
Graduate Theological Union,Berkeley,CA,4,2,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Grossmont College,El Cajon,CA,2,1,1,NULL,NULL,15838,0.3607,0.396396396,0.974739154,0.550389427,2,0.4385
Salon Success Academy-Riverside,Riverside,CA,1,3,0,NULL,NULL,84,0.5476,PrivacySuppressed,PrivacySuppressed,0.638554217,3,0.6786
Hartnell College,Salinas,CA,2,1,1,NULL,NULL,11274,0.6487,0.307692308,PrivacySuppressed,0.64765526,2,0.5398
Harvey Mudd College,Claremont,CA,3,2,0,0.1448,1531,886,0.1986,PrivacySuppressed,0.284313726,PrivacySuppressed,1,0.1378
Hilltop Beauty School,Daly City,CA,1,3,0,NULL,NULL,96,0.6667,NULL,PrivacySuppressed,0.594202899,3,0.2857
Holy Names University,Oakland,CA,4,2,1,0.7004,849,626,0.4265,0.412037037,0.68627451,0.474903475,1,0.5398
Pacifica Graduate Institute,Carpinteria,CA,4,3,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Humboldt State University,Arcata,CA,4,1,1,0.7679,1074,7300,0.3499,0.48467433,0.792902689,0.44061178,1,0.5362
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,4,2,1,NULL,NULL,315,0.381,0.17791411,0.844936709,0.58974359,1,0.8333
Imperial Valley College,Imperial,CA,2,1,1,NULL,NULL,7265,0.9185,NULL,PrivacySuppressed,0.609207338,2,0.7896
Institute for Business and Technology,Santa Clara,CA,2,3,0,NULL,NULL,539,0.6122,0.317375887,0.808789954,0.55952381,2,0.4144
Interior Designers Institute,Newport Beach,CA,3,3,0,NULL,NULL,184,0.1413,0.592592593,0.443037975,PrivacySuppressed,1,0.125
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,1,3,0,NULL,NULL,197,0.2589,0.372340426,0.756989247,0.449086162,3,0.4576
Irvine Valley College,Irvine,CA,2,1,0,NULL,NULL,11253,0.2437,0.344086022,0.978862974,0.425522648,2,0.2497
Bellus Academy-El Cajon,El Cajon,CA,1,3,0,NULL,NULL,159,0.3459,0.286764706,0.80754717,0.443438914,2,0.6667
John F. Kennedy University,Pleasant Hill,CA,4,2,1,NULL,NULL,209,0.1435,0.387096774,0.673469388,0.380952381,1,NULL
American Jewish University,Los Angeles,CA,4,2,0,0.96,NULL,67,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0.3077
Reedley College,Reedley,CA,2,1,1,NULL,NULL,8626,0.7185,0.329218107,0.995187278,0.539561777,2,0.6147
Life Pacific University,San Dimas,CA,4,2,1,0.9568,1002,504,0.379,0.454545455,0.658146965,0.371428571,1,0.6207
University of La Verne,La Verne,CA,4,2,1,0.5089,1120,5098,0.5314,0.429447853,0.643658024,0.506208609,1,0.505
Laguna College of Art and Design,Laguna Beach,CA,4,2,0,0.8093,NULL,705,0.2099,0.517857143,0.512077295,0.219895288,1,0.2717
Lake Tahoe Community College,South Lake Tahoe,CA,2,1,1,NULL,NULL,2006,0.2687,PrivacySuppressed,PrivacySuppressed,0.468319559,2,0.3621
Lancaster Beauty School,Lancaster,CA,1,3,0,NULL,NULL,128,0.4922,0.202702703,0.847533632,0.515151515,3,0.7727
Laney College,Oakland,CA,2,1,0,NULL,NULL,8271,0.2163,0.132653061,0.991698113,0.611842105,2,0.5404
Lassen Community College,Susanville,CA,2,1,0,NULL,NULL,2343,0.3355,0.212962963,0.919060052,0.549382716,2,0.355
Life Chiropractic College West,Hayward,CA,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Lincoln University,Oakland,CA,4,2,0,NULL,NULL,92,0.0326,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0.25
Southern California Seminary,El Cajon,CA,4,2,0,NULL,NULL,50,0.16,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
La Sierra University,Riverside,CA,4,2,1,0.4709,1022,1666,0.4826,0.408026756,0.658663883,0.396158463,1,0.4879
Loma Linda University,Loma Linda,CA,4,2,0,NULL,NULL,1052,0.3213,0.684210526,0.499186992,0.383895131,1,NULL
Long Beach City College,Long Beach,CA,2,1,1,NULL,NULL,22784,0.5984,0.221099888,0.988116904,0.564393939,2,0.5976
Southern California University of Health Sciences,Whittier,CA,4,2,0,NULL,NULL,112,0.3839,PrivacySuppressed,0.635135135,PrivacySuppressed,1,1
Los Angeles Harbor College,Wilmington,CA,2,1,1,NULL,NULL,7442,0.6211,0.39,PrivacySuppressed,0.553571429,2,0.4603
Los Angeles Pierce College,Woodland Hills,CA,2,1,1,NULL,NULL,16508,0.5036,0.25248509,0.985587189,0.554770318,2,0.4638
Los Angeles Southwest College,Los Angeles,CA,2,1,0,NULL,NULL,4909,0.427,0.173333333,0.993384785,0.583461736,2,0.5926
Los Angeles Trade Technical College,Los Angeles,CA,2,1,1,NULL,NULL,11532,0.6762,0.251592357,0.993803939,0.612590799,2,0.5011
Los Angeles Valley College,Valley Glen,CA,2,1,1,NULL,NULL,15006,0.5191,0.330769231,0.992628087,0.561023143,2,0.5781
The Master's University and Seminary,Santa Clarita,CA,4,2,0,0.7688,1143,1185,0.092,0.588235294,0.531779661,0.22826087,1,0.3063
Los Angeles City College,Los Angeles,CA,2,1,1,NULL,NULL,11656,0.5349,0.279863481,0.983591614,0.58974359,2,0.4588
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,2,1,0,NULL,NULL,212,0.4434,0.761904762,0.688888889,0.457943925,2,NULL
Los Angeles Mission College,Sylmar,CA,2,1,1,NULL,NULL,8496,0.7708,0.397379913,0.992679356,0.699293094,2,0.5115
Los Medanos College,Pittsburg,CA,2,1,1,NULL,NULL,8577,0.424,0.413043478,0.992310509,0.512597343,2,0.3669
Loyola Marymount University,Los Angeles,CA,4,2,0,0.4713,1321,6557,0.2182,0.709677419,0.382756727,0.22403734,1,0.1433
Lu Ross Academy,Ventura,CA,1,3,0,NULL,NULL,199,0.6683,0.427083333,0.792576419,0.577844311,3,0.7111
Lyle's College of Beauty,Bakersfield,CA,1,3,0,NULL,NULL,75,0.64,NULL,NULL,NULL,3,0.2609
Lyle's College of  Beauty,Fresno,CA,1,3,0,NULL,NULL,67,0.5224,PrivacySuppressed,PrivacySuppressed,0.605042017,3,0.9333
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,1,3,0,1,NULL,110,0.3182,0.629032258,0.645833333,0.55,3,0.5263
MTI Business College Inc,Stockton,CA,1,3,0,NULL,NULL,80,0.3,0.190839695,PrivacySuppressed,0.566666667,3,1
MTI College,Sacramento,CA,2,3,0,0.7857,NULL,787,0.2808,0.429104478,0.8171123,0.476439791,2,0.6471
College of Marin,Kentfield,CA,2,1,0,NULL,NULL,4082,0.3072,0.170731707,0.975483871,0.463576159,2,0.3162
Marymount California University,Rancho Palos Verdes,CA,4,2,1,NULL,NULL,735,0.4,0.413533835,0.690366973,0.438502674,1,0.4386
Mendocino College,Ukiah,CA,2,1,1,NULL,NULL,3006,0.333,0.170212766,0.980358668,0.544776119,2,0.6767
Menlo College,Atherton,CA,3,2,0,0.4548,1042,706,0.2691,0.536585366,0.57278481,0.400684932,1,0.3618
Merced College,Merced,CA,2,1,1,NULL,NULL,9873,0.5457,NULL,PrivacySuppressed,0.594222834,2,0.6461
Merritt College,Oakland,CA,2,1,1,NULL,NULL,5942,0.297,0.198675497,0.985212569,0.54789916,2,0.6034
Mills College,Oakland,CA,4,2,0,0.8554,1158,757,0.2999,0.568493151,0.607798165,0.331536388,1,0.5556
MiraCosta College,Oceanside,CA,2,1,1,NULL,NULL,12960,0.3961,0.4,0.981095176,0.509713977,1,0.4119
Mission College,Santa Clara,CA,2,1,1,NULL,NULL,6452,0.2937,0.474226804,0.989637306,0.560209424,2,0.2177
Modern Beauty Academy,Oxnard,CA,1,3,0,NULL,NULL,50,0.76,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,0.5625
Modesto Junior College,Modesto,CA,2,1,1,NULL,NULL,16453,0.5246,NULL,PrivacySuppressed,0.598648917,1,0.5312
Moler Barber College,Oakland,CA,1,3,0,NULL,NULL,273,0.1245,PrivacySuppressed,0.917562724,0.531400966,3,0.7466
Middlebury Institute of International Studies at Monterey,Monterey,CA,4,2,1,NULL,NULL,5,0.2,0.787234043,0.391465677,0.215725807,1,NULL
Monterey Peninsula College,Monterey,CA,2,1,1,NULL,NULL,6927,0.4471,0.232876712,0.970308123,0.538745388,2,0.4222
Moorpark College,Moorpark,CA,2,1,1,NULL,NULL,13282,0.3574,0.314285714,0.960784314,0.46419327,2,0.2817
Mt San Antonio College,Walnut,CA,2,1,1,NULL,NULL,26702,0.6294,0.339920949,0.99392352,0.549353302,2,0.4693
Mount Saint Mary's University,Los Angeles,CA,4,2,1,0.8382,1031,2349,0.6109,0.455909944,0.661141805,0.497259201,1,0.657
Mt San Jacinto Community College District,San Jacinto,CA,2,1,1,NULL,NULL,14703,0.519,0.231404959,PrivacySuppressed,0.519580696,2,0.5109
Musicians Institute,Hollywood,CA,3,3,0,0.7564,NULL,992,0.1099,0.455587393,0.674121406,0.341155235,1,0.3384
Napa Valley College,Napa,CA,2,1,1,NULL,NULL,4887,0.4449,0.477777778,0.974656046,0.511091393,2,0.3949
National Holistic Institute,Emeryville,CA,1,3,0,NULL,NULL,1115,0.235,0.474012474,0.679758308,0.419909502,3,0.4931
National University,La Jolla,CA,4,2,0,NULL,NULL,7097,0.2705,0.40569669,0.604162243,0.440088757,1,0
Naval Postgraduate School,Monterey,CA,4,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Newschool of Architecture and Design,San Diego,CA,4,3,0,1,NULL,402,0.296,0.409638554,0.80794702,0.378787879,1,0.3077
Newberry School of Beauty,Granada Hills,CA,1,3,0,NULL,NULL,110,0.5273,0.554545455,0.840182648,0.536585366,3,0.5122
North Adrian's College of Beauty Inc,Modesto,CA,1,3,0,NULL,NULL,209,0.4833,0.196891192,0.940711463,0.619047619,3,0.6933
